level_2,level_5,dataset_type,ay,dev,Expr1
N07K1,LC,PAID,2011,48,4442420.366
N07K1,LC,PAID,2011,60,5373720.533
N07K1,LC,PAID,2011,72,12522435.44
N07K1,LC,PAID,2012,12,5840.53
N07K1,LC,PAID,2012,24,1438326.717
N07K1,LC,PAID,2012,36,3256260.117
N07K1,LC,PAID,2012,48,4440035.763
N07K1,LC,PAID,2012,60,9221521.087
N07K1,LC,PAID,2013,12,22975.8
N07K1,LC,PAID,2013,24,2055397.225
N07K1,LC,PAID,2013,36,2444469.747
N07K1,LC,PAID,2013,48,6309205.997
N07K1,LC,PAID,2014,12,1058446.26
N07K1,LC,PAID,2014,24,4770129.823
N07K1,LC,PAID,2014,36,6513449.353
N07K1,LC,PAID,2015,12,47188.73
N07K1,LC,PAID,2015,24,2471998.84
N07K1,LC,PAID,2016,12,1803284.74
