NrPolicy,NrObject,NrClaim,Date_of_loss,Paid,Reserves,Settlement_date
3282611,110,3554008,10/03/2014,2629.7548144,0,
3282849,1,3784954,27/01/2016,968.9328,0,
3282982,106,3616057,05/09/2014,518.1844766,0,
3283067,1,3674532,29/11/2014,1305.97714,0,
3283582,62,3268023,17/02/2012,3869.5980609,0,04/02/2015
3283689,1,3562694,10/06/2014,15926.831821,0,
3283810,8,3275814,16/02/2012,399.9646462,0,04/03/2015
3284237,1,3695163,25/01/2015,2617.2545058,0,
3284502,1,3752414,27/06/2015,647.9141922,0,
3284590,1,3419566,13/02/2013,1982.53814,0,
3284848,1,3238262,12/01/2012,8833.975605,0,21/01/2015
3285085,1,3610607,14/06/2014,966.5855843,0.99,
3285766,61,3524202,29/09/2013,4594.4845662,0,
3286211,1,3320883,30/07/2012,3785.8023918,0,10/07/2015
3286764,1,3258137,22/02/2012,7455.487104,0,14/02/2015
3287374,1,3263736,17/04/2012,10388.22369,160.5888,10/04/2015
3287785,3,3444141,21/10/2013,155.0047752,0,
3288171,1,3304503,21/10/2012,5409.2073321,0,27/10/2015
3288646,2,3814426,30/04/2016,4846.688,9.4,
3289418,1,3630694,18/11/2014,6422.0463054,0,
3289902,1,3584845,09/06/2014,3750.5253159,0,
3290164,1,3426011,06/01/2013,3137.0976932,0,
3290611,1,3519422,10/10/2013,740.8584017,0,
3290692,1,3323127,20/08/2012,611.9126208,0,30/08/2015
3291560,1,3538533,25/06/2014,2069.3343231,0,
3292077,1,3823946,22/11/2015,793.3146,0,
3292751,1,3501723,24/01/2014,2634.65543,0,
3292961,1,3637352,02/10/2014,3880.0524952,0,
3294247,88,3358738,20/02/2013,10642.65334,0,
3295775,1,3570552,11/09/2014,6563.8365305,0,
3296072,6,3727658,31/03/2015,382.1179824,0,
3296120,1,3400083,15/01/2013,3951.30582,0,
3296678,1,3872267,24/06/2016,3343.2993,2.9886,
3297286,1,3521874,12/02/2014,693.1000265,0,
3297904,1,3249929,24/01/2012,13839.247937,0,29/01/2015
3299161,1,3255777,21/02/2012,889.24368,0,16/02/2015
3299420,1,3881386,06/06/2016,12486.9294,0,
3299581,1,3772593,10/07/2015,15581.657497,0,
3299784,1,3376912,31/10/2012,11232.526059,0,13/10/2015
3300387,1,3493073,08/08/2013,19125.74362,0,
3300741,1,3197714,21/01/2012,2725.0623036,0,12/01/2015
3301088,1,3395475,14/01/2013,29125.514,0,
3301730,1,3294595,05/04/2012,4244.8901586,0,20/03/2015
3302896,1,3274262,07/07/2012,525.0169188,0,14/07/2015
3303377,1,3245216,08/03/2012,2846.8617996,0,28/02/2015
3304201,1,3607722,24/08/2014,1718.8036965,0,
3304216,2,3358225,19/10/2012,1680.3898254,0,16/10/2015
3304996,1,3769027,30/01/2016,428.0958,0,
3306067,1,3548483,15/01/2014,70.4104431,0,
3306317,1,3390913,23/10/2012,3386.5343733,0,10/11/2015
3307077,1,3457017,26/11/2013,8587.8540622,0,
3307191,1,3663528,07/11/2014,368.3860082,0,
3309503,1,3686795,04/06/2015,571.246607,0,
3310545,1,3811317,28/03/2016,2123.0705,0,
3311651,1,3310088,24/06/2012,7142.03451,0,16/06/2015
3311668,1,3538677,20/01/2014,891.6260598,0,
3312352,1,3233088,10/04/2012,1943.9254692,0,05/04/2015
3312530,1,3314399,28/09/2012,2603.910593,0,20/09/2015
3313342,1,3589951,17/10/2014,5468.9418693,0,
3313936,1,3521552,27/11/2013,1921.2263098,0,
3314018,1,3910456,17/12/2016,0,2430.45,
3314951,1,3324793,29/07/2012,802.2179256,0,27/07/2015
3315469,1,3582365,06/11/2013,332.1676385,0,
3315726,1,3910101,30/10/2016,1696.17,2.9886,
3316054,1,3442093,13/10/2013,2294.6243265,0,
3316432,1,3381871,17/03/2013,1295.81078,0,
3316951,1,3924702,04/11/2016,601.1712,0,
3317905,1,3752796,04/01/2016,1712.82,742.18,
3319202,1,3298082,23/06/2012,2199.3932142,0,11/07/2015
3319514,1,3429176,23/01/2013,1225.274193,0,
3321637,1,3345814,15/10/2012,880.8070362,0,10/10/2015
3321778,1,3366303,30/12/2012,2254.2705388,0,02/01/2016
3322102,1,3466672,10/06/2013,366.3789746,0,
3323644,1,3539867,03/02/2014,2712.3886006,0,
3325049,1,3540241,18/07/2014,500.4594322,0,
3325472,1,3922428,02/10/2016,1858.3838,0,
3326074,1,3899233,06/07/2016,316.95,2116.6695,
3326247,1,3260759,14/02/2012,1900.4058216,0,04/03/2015
3326871,1,3540579,14/12/2013,3705.69215,0,
3326995,1,3866430,19/07/2016,4411.52,0,
3328964,1,3494848,21/12/2013,3137.1957743,0,
3329070,1,3461098,30/03/2013,445.4703,0,
3332511,1,3928390,03/10/2016,3240.3393,83.5686,
3333581,1,3272909,30/05/2012,2377.6497459,0,15/06/2015
3337956,1,3884453,05/11/2016,1251.1125,1191.25,
3338440,1,3358482,18/03/2013,453.3637702,0,
3338595,1,3831268,12/07/2016,27916.917,0,
3338797,1,3313864,13/06/2012,1445.03816,0,07/06/2015
3339047,1,3369203,18/11/2012,256.5174348,0,02/12/2015
3339930,1,3860440,23/04/2016,3516.5493,0,
3342742,1,3888572,02/05/2016,51.0286,0,
3343639,1,3824898,07/03/2016,1436.1,0,
3344592,1,3365332,08/08/2012,105.22948,0,25/07/2015
3345396,1,3478449,09/06/2013,2010.4741552,0,
3345595,1,3937320,03/09/2016,14298.7978,0,
3347202,1,3615245,30/11/2014,48.91546,0,
3347379,178,3447859,10/03/2013,2468.4516164,0,
3348985,1,3771118,18/11/2015,1417.5807996,0,
3349673,1,3664958,09/11/2014,2058.0697172,0,
3350121,1,3379507,23/02/2013,1126.2139812,0,
3350127,1,3585580,21/05/2014,600.8637662,0,
3350576,1,3193218,05/01/2012,16312.81938,0,11/01/2015
3352257,1,3306118,03/05/2012,2409.332679,0,12/04/2015
3352377,1,3790461,16/03/2016,2319.5424,0,
3354587,1,3315108,26/09/2012,691.9097328,0,08/10/2015
3355311,1,3516297,13/11/2013,1683.55665,0,
3358469,1,3683043,12/12/2014,1425.103554,0,
3359202,1,3425066,27/02/2013,2224.3294612,0,
3359721,1,3596158,13/06/2014,1239.6504806,0,
3360066,1,3206838,05/02/2012,3907.1211894,0,17/01/2015
3360177,1,3459482,05/07/2013,2867.5211,0,
3361272,1,3506137,22/09/2013,377.5161159,0,
3363159,1,3318013,13/01/2012,3178.78743,0,06/01/2015
3363553,1,3698345,13/05/2015,971.0816902,0,
3363646,1,3486365,02/12/2013,48.7358431,2283.1479,
3364377,1,3591337,01/06/2014,215.14773,0,
3364990,1,3721207,17/08/2015,2897.3068146,0,
3365698,1,3530020,03/04/2013,449.8288542,0,
3365812,1,3234690,04/02/2012,2004.26811,0,15/01/2015
3366025,1,3387466,11/11/2012,1967.2040388,0,08/11/2015
3366482,1,3277482,28/04/2012,946.0028448,0,13/05/2015
3367942,1,3932058,23/08/2016,335.7186,0,
3368834,1,3305995,07/10/2012,2172.6430011,0,18/10/2015
3370640,1,3852001,21/02/2016,1342.539,0,
3371000,1,3707985,03/05/2015,51.34102,0,
3371375,1,3320501,18/06/2012,3252.64524,0,23/06/2015
3373156,1,3756414,24/10/2015,10007.9793,0,
3373328,1,3372118,15/01/2013,2748.19394,0,
3374130,1,3448981,10/10/2013,1032.5862462,0,
3374144,1,3853290,13/03/2016,12437.7359,0,
3375322,1,3374853,27/08/2012,3337.1290719,0,06/09/2015
3376082,1,3306791,11/03/2012,12344.44614,0,25/02/2015
3376736,1,3847571,25/07/2016,1024.4817,0,
3377250,1,3885632,11/06/2016,8375.6169,0,
3377617,1,3519391,16/12/2013,2101.5805583,0,
3377848,1,3575559,31/07/2013,13573.72678,0,
3378015,1,3859116,02/07/2016,1630.5142,0,
3379965,1,3879799,22/03/2016,534.8556,0,
3380510,1,3288655,25/03/2012,633.6800613,0,11/04/2015
3381222,1,3394588,04/06/2013,7968.51116,0,
3381535,1,3801180,09/05/2016,1896.1437,0,
3382493,1,3274235,08/07/2012,2646.3340371,0,19/07/2015
3382700,1,3383910,11/03/2013,1237.2024896,0,
3383230,1,3531200,04/10/2013,1935.34732,0,
3383428,1,3870686,10/09/2016,2317.4652,0,
3383617,1,3806331,03/04/2016,1771.1001,0,
3383760,1,3461035,06/07/2013,1699.333818,0,
3384153,1,3369334,06/04/2013,10513.30896,0,
3385890,1,3298457,22/04/2012,5683.9175211,0,11/04/2015
3386524,1,3283859,22/07/2012,10177.182715,0,03/07/2015
3389122,1,3911903,30/11/2016,9835.1,232.6518,
3390233,1,3380195,13/11/2012,16258.2376,0,04/11/2015
3390750,1,3834637,18/02/2016,2102.07,2.93,
3392498,1,3459927,25/10/2013,1606.9999102,0,
3393941,1,3462274,20/06/2013,7950.2149596,0,
3394028,1,3535054,06/05/2014,2802.3962274,0,
3394224,1,3356233,07/01/2013,4530.00328,0,
3394579,1,3574459,14/05/2014,1835.2803882,0,
3395311,1,3366118,13/09/2012,11445.117828,0,26/09/2015
3395476,1,3555243,05/07/2014,3754.09037,0,
3395598,1,3931528,22/11/2016,1647.674,765.963,
3396862,1,3260379,29/06/2012,10855.685474,0,05/07/2015
3399052,1,3396962,28/04/2013,6930.1942248,0,
3399802,1,3255499,25/04/2012,4307.7211632,0,19/04/2015
3400208,1,3298960,17/02/2012,3126.8675295,0,27/01/2015
3400269,1,3646319,28/03/2015,1679.7182886,0,
3401280,1,3247228,09/04/2012,937.8627687,0,27/03/2015
3402262,1,3803816,09/04/2016,8614.8216,0,
3402364,1,3293298,12/04/2012,3094.35087,0,28/04/2015
3402384,1,3425128,28/02/2013,1291.1255588,0,
3402650,1,3446436,15/09/2013,1746.47864,0,
3402790,1,3338291,08/01/2013,13875.02618,0,
3403341,1,3513066,12/11/2013,2109.70091,0,
3404248,1,3856100,13/09/2016,1970.88,0,
3404614,1,3291386,07/06/2012,1871.8699155,0,17/06/2015
3405092,1,3847007,20/07/2016,1130.5738,0,
3405190,1,3905516,12/08/2016,1904.36,0,
3405408,1,3560912,26/01/2014,23168.728036,0,
3406253,1,3730375,20/06/2015,3438.64662,0,
3406439,29,3323263,14/11/2012,3909.03832,0,21/11/2015
3406511,1,3600657,07/11/2014,516.80645,0,
3409273,1,3598597,26/11/2014,18734.715533,0,
3411068,1,3388116,06/01/2013,7914.758445,0,
3413607,1,3886488,18/04/2016,52.07,2450.9886,
3413687,6,3275522,04/02/2012,2178.8190567,0,28/01/2015
3413743,1,3456920,02/09/2013,14218.284508,0,
3414325,1,3810557,23/01/2016,2445.8968,0,
3415096,1,3551916,22/04/2014,2918.5000838,0,
3415281,1,3322355,23/10/2012,1205.408061,0,17/10/2015
3415444,1,3909330,28/11/2016,2608.9411,121.89,
3416084,1,3835605,10/07/2016,393.1368,0,
3416732,1,3581494,09/06/2014,3289.2407361,0,
3417122,1,3287289,28/04/2012,5947.7727036,0,01/05/2015
3417412,1,3340980,18/07/2012,444.68229,0,29/07/2015
3418393,1,3541819,10/11/2013,1981.8609052,0,
3418712,1,3279278,19/08/2012,114.1873128,0,06/08/2015
3418749,1,3482384,19/06/2013,967.96376,0,
3419272,1,3388521,29/12/2012,3403.1547616,0,27/12/2015
3419577,1,3814648,16/03/2016,3764.474,0,
3420466,20,3721814,12/09/2015,5984.332956,0,
3421537,1,3279245,05/05/2012,1745.3700693,0,14/04/2015
3421886,1,3246242,09/06/2012,1561.163565,0,20/05/2015
3422043,1,3630077,27/10/2014,48692.089106,0,
3422317,1,3714309,10/04/2015,3232.2500694,0,
3422798,69,3638668,09/12/2014,49.4046146,0,
3424045,1,3553851,08/12/2013,48.7358431,0,
3424137,1,3345032,20/09/2012,1585.9027184,0,07/10/2015
3424581,1,3454067,06/09/2013,48.3987042,0,
3425039,1,3355719,18/12/2012,1799.7117886,0,21/12/2015
3426727,1,3893837,24/07/2016,2029.5546,0,
3427106,1,3227204,01/02/2012,1814.9783652,0,08/02/2015
3427252,1,3897877,30/11/2016,1127,1331.1,
3428178,1,3878609,09/09/2016,52.07,0,
3428213,1,3985024,03/12/2016,0,685.5354,
3428329,1,3744115,30/10/2015,346.1709042,0,
3428730,1,3398281,15/01/2013,3161.611787,0,
3429349,1,3586185,01/10/2014,2498.1751242,0,
3430595,1,3696962,16/08/2015,1617.96986,0,
3430792,1,3440160,26/08/2013,6132.88902,0,
3431333,1,3297400,08/05/2012,1768.3268031,0,16/05/2015
3432870,179,3334982,07/11/2012,534.7364616,0,26/10/2015
3433029,1,3707842,20/03/2015,2708.048574,0,
3433413,1,3414406,11/06/2013,3170.68048,0,
3433935,1,3899331,18/07/2016,198.5578,0,
3434466,1,3391030,19/03/2013,1304.826292,0,
3434735,1,3421173,21/05/2013,2151.8321286,0,
3435312,1,3566964,22/08/2014,2171.3354614,0,
3435810,1,3330984,03/06/2012,11520.98415,0,31/05/2015
3438122,7,3328399,04/06/2012,975.65091,0,17/06/2015
3438360,1,3291468,29/03/2012,12808.403759,0,15/03/2015
3438939,1,3853164,07/02/2016,5217.7307,0,
3439209,1,3327134,05/06/2012,2148.7184628,0,03/06/2015
3440003,1,3393444,14/10/2012,1474.62939,0,04/10/2015
3440281,1,3938645,08/11/2016,52.07,3168,
3440719,1,3439287,20/06/2013,2311.9017124,0,
3440747,1,3295451,09/06/2012,7661.9702796,0,13/06/2015
3441269,1,3257826,27/06/2012,4616.9535009,0,30/06/2015
3441648,1,3277705,29/03/2012,817.1778498,0,16/04/2015
3441761,1,3462521,25/06/2013,741.746323,0,
3442303,1,3414372,13/01/2013,178.6863518,0,
3443103,1,3928954,21/12/2016,0,2455,
3443481,1,3223872,07/04/2012,8874.3018,0,25/03/2015
3444468,1,3619719,11/01/2015,6459.18836,0,
3444584,1,3297535,06/05/2012,666.579732,0,14/05/2015
3444603,1,3496162,17/01/2014,2896.57473,0,
3445543,1,3458705,05/05/2013,673.2917752,0,
3445993,1,3867236,24/05/2016,1621.2735,0,
3446766,1,3968789,05/12/2016,0,2479.55,
3447761,1,3516080,10/11/2013,656.5789593,0,
3447761,1,3393241,19/05/2013,118.1928726,0,
3448633,1,3904733,06/08/2016,2712.27,0,
3449220,1,3856213,15/02/2016,12724.8264,0,
3449311,1,3318337,09/05/2012,1981.433727,0,23/05/2015
3449372,1,3441488,12/05/2013,545.30322,0,
3449546,1,3714253,27/08/2015,4903.5551106,0,
3450009,1,3361173,13/01/2013,2027.6674704,0,
3450036,1,3362119,06/10/2012,406.7939226,0,07/10/2015
3450748,1,3624469,15/11/2014,281.943256,0,
3451013,1,3265866,25/02/2012,2072.55243,0,10/02/2015
3452107,1,3255392,22/04/2012,2988.8009385,0,24/04/2015
3452997,1,3322689,01/09/2012,1971.5381829,0,09/09/2015
3453222,1,3300806,31/08/2012,7352.9412957,0,18/08/2015
3453418,1,3259747,15/04/2012,100.2699013,0,20/04/2015
3453951,1,3731073,15/09/2015,1147.72946,0,
3455083,1,3556251,15/07/2014,82.3584944,0,
3455805,1,3893134,12/12/2016,0,2479.55,
3455999,1,3349569,18/08/2012,18934.58956,0,31/08/2015
3456141,1,3359296,01/08/2012,886.5871443,0,15/08/2015
3456704,1,3579704,06/06/2014,844.4212464,0,
3456734,1,3470513,06/11/2013,458.6549178,0,
3456827,1,3308463,15/04/2012,1053.83694,0,31/03/2015
3456983,1,3308130,10/03/2012,954.9778563,0,22/02/2015
3457363,1,3243104,27/02/2012,1749.8345436,0,19/02/2015
3458820,1,3671005,22/03/2015,1501.75452,0,
3460667,1,3620796,30/06/2014,626.097978,0,
3460891,1,3880406,04/10/2016,843.6384,0,
3461179,1,3500878,01/04/2014,3502.921016,0,
3462298,1,3790324,21/03/2016,580.5261,0,
3462356,1,3837856,24/02/2016,5562.91,0,
3463001,2,3608041,07/10/2014,948.0481584,0,
3463130,1,3412417,24/10/2012,725.8255732,0,16/10/2015
3463820,1,3540868,10/01/2014,426.6506178,0,
3464042,1,3438040,09/10/2013,434.358984,0,
3464199,1,3465926,23/06/2013,5967.4035932,0,
3465542,1,3264403,16/05/2012,2615.33298,0,31/05/2015
3466836,1,3660346,20/09/2014,4718.1612159,0,
3466974,1,3336781,27/08/2012,3703.07028,0,05/09/2015
3467377,1,3333321,24/05/2012,4631.7783798,0,09/05/2015
3467804,1,3313693,20/04/2012,6196.8929568,0,02/04/2015
3468747,1,3298114,17/02/2012,825.22713,0,07/02/2015
3469392,1,3460330,01/07/2013,38814.622655,0,
3470218,1,3398822,03/04/2013,1809.376646,0,
3470346,1,3780995,26/01/2016,1464.59,0,
3470423,1,3524023,19/04/2014,1057.31324,0,
3470751,1,3380591,29/04/2013,2569.5559428,0,
3471342,1,3281698,23/05/2012,1386.16686,0,01/06/2015
3471712,1,3292564,12/04/2012,724.22727,0,10/04/2015
3471797,1,3345742,23/12/2012,943.4308884,0,31/12/2015
3473479,1,3647436,22/08/2014,4357.5875916,0,
3473605,1,3875712,06/09/2016,2273.1786,132.7214,
3473658,1,3430264,14/04/2013,805.2008888,0,
3473814,1,3362859,31/12/2012,9319.294644,0,18/01/2016
3474651,1,3800236,23/03/2016,617.6453,0,
3475102,1,3320574,08/08/2012,2279.2068,0,10/08/2015
3475159,1,3315203,09/07/2012,785.532033,0,17/07/2015
3475205,1,3418436,09/06/2013,465.4804572,0,
3475349,1,3234245,09/01/2012,1835.9522181,0,26/01/2015
3475500,1,3306954,15/10/2012,807.674868,0,21/10/2015
3475843,1,3394022,16/12/2012,1829.5301398,0,25/11/2015
3476064,1,3356551,08/07/2012,1182.0593694,0,20/06/2015
3476945,1,3782879,03/03/2016,3252.8944,0,
3477102,1,3491315,30/10/2013,1552.8605582,0,
3477485,1,3897436,20/07/2016,729.6442,0,
3477640,1,3794547,05/02/2016,2425.8465,0,
3478260,1,3798389,08/11/2015,738.5433302,0,
3478621,1,3743056,08/11/2015,53.2532,0,
3479033,1,3435553,04/04/2013,10384.67584,0,
3479142,1,3414843,26/03/2013,6878.37392,0,
3479665,1,3798334,07/05/2016,8347.83,0,
3479997,1,3474160,11/10/2013,2221.0586524,0,
3480069,1,3385243,22/01/2013,5194.53,0,
3480239,1,3811255,31/03/2016,4777.4111,0,
3480265,1,3284444,22/02/2012,5263.8306435,0,02/02/2015
3480557,1,3946429,20/10/2016,1356.3592,995.6408,
3480619,1,3374894,27/10/2012,1978.1047455,0,06/11/2015
3481249,1,3490276,13/01/2014,6294.628959,0,
3481963,1,3749690,27/12/2015,4312.89,0,
3482046,1,3301763,29/06/2012,16260.85656,0,22/06/2015
3482747,1,3842703,19/07/2016,1715.7987,0,
3483409,1,3386066,17/10/2012,304.12395,0,16/10/2015
3483903,1,3855559,12/02/2016,900.4842,0,
3484015,1,3263914,20/02/2012,701.0780634,0,26/02/2015
3484086,1,3526139,14/11/2013,1295.4824388,0,
3484164,1,3324546,15/05/2012,1134.2158542,0,18/05/2015
3484353,1,3643826,11/10/2014,4458.4919478,0,
3484759,1,3658064,22/10/2014,6161.4384776,0,
3487747,1,3438027,02/03/2013,243.8580562,0,
3488151,1,3450373,15/03/2013,339.1656356,0,
3488171,1,3559201,22/12/2013,1402.2711416,0,
3488401,1,3378250,06/01/2013,2464.8306034,0,
3489376,1,3490484,18/01/2014,4025.7106614,0,
3489758,1,3540185,23/06/2014,48.0830042,0,
3490278,1,3363143,19/10/2012,5374.9397988,0,06/11/2015
3491317,1,3274272,27/02/2012,2826.83544,0,08/02/2015
3491419,1,3252272,12/02/2012,484.3509,0,10/02/2015
3492585,1,3241939,23/05/2012,166.6628866,0,21/05/2015
3493471,1,3426375,19/08/2013,1089.982773,0,
3494724,1,3594066,13/07/2014,824.4283908,0,
3496152,1,3481262,10/11/2013,489.6113607,0,
3498483,1,3703410,04/04/2015,888.8745,0,
3498535,1,3386223,24/03/2013,2228.3800286,0,
3498782,1,3391718,04/05/2013,1074.4706868,0,
3499219,1,3776045,17/09/2015,9543.1821996,0,
3499436,1,3572943,14/04/2014,680.84046,0,
3499662,1,3267741,16/04/2012,3837.54735,0,17/04/2015
3500256,1,3484201,07/07/2013,1201.0072206,0,
3500787,1,3803485,15/04/2016,11072.7007,0,
3500858,17,3378016,01/04/2013,2054.9214378,0,
3501420,1,3450505,23/03/2013,2543.2857296,0,
3501673,1,3250259,04/06/2012,999.3127326,0,21/06/2015
3502640,1,3404869,19/01/2013,1189.4841728,0,
3503172,1,3443074,21/07/2013,601.6097118,0,
3503360,1,3815039,09/02/2016,295.4149,0,
3503836,1,3819149,06/02/2016,449.9253,0,
3504213,2,3465126,17/06/2013,18538.49052,0,
3505005,1,3526824,26/02/2014,47.7707769,0,
3505331,5,3265713,23/02/2012,1901.1503238,0,08/02/2015
3505579,1,3542404,11/11/2013,2752.1653519,0,
3505945,1,3537224,12/04/2014,12410.361048,0,
3506263,45,3848699,31/03/2016,2395.67,0,
3506382,179,3395308,14/04/2013,1484.2697408,0,
3506871,1,3421412,03/05/2013,7342.6747702,0,
3507472,284,3591769,25/08/2014,436.03101,0,
3508274,1,3784693,17/08/2015,6972.1745346,0,
3508608,1,3458807,02/07/2013,2630.2295068,0,
3509175,1,3426563,28/02/2013,513.5660992,0,
3509285,1,3357182,13/08/2012,920.5340508,0,20/08/2015
3510014,59,3322118,11/12/2012,2500.7666068,0,11/12/2015
3510015,1,3883277,18/08/2016,575.5687,0,
3510470,1,3874939,05/07/2016,498.8895,0,
3510501,1,3869146,28/06/2016,1636.36,0,
3510667,1,3846238,10/04/2016,1661.88,0,
3510760,1,3884471,14/06/2016,1769.3704,594.52,
3511564,2,3371964,24/12/2012,1577.5497276,0,08/01/2016
3512723,1,3757466,07/08/2015,902.2831686,0,
3512910,1,3566008,09/02/2014,1567.3427253,0,
3513073,1,3281890,30/04/2012,248.80011,0,11/04/2015
3513395,1,3420186,27/01/2013,1100.4669522,0,
3513925,1,3795070,01/03/2016,15799.9226,0,
3514178,223,3628828,17/11/2014,1835.3224098,0,
3514329,1,3655112,05/04/2015,3608.0786812,0,
3514344,1,3301420,10/03/2012,1867.0038114,0,10/03/2015
3514735,319,3734634,06/07/2015,465.165657,0,
3514748,1,3312318,10/04/2012,2143.3512282,0,21/03/2015
3515060,1,3286434,23/01/2012,4014.7263,0,10/01/2015
3515548,129,3706306,02/05/2015,1540.699147,0,
3515690,1,3424386,31/03/2013,1372.3129728,0,
3515819,1,3432219,05/07/2013,482.24314,0,
3516756,1,3318108,15/10/2012,4260.23752,0,25/09/2015
3517437,1,3311768,29/03/2012,1041.6996681,0,18/03/2015
3519163,1,3531284,10/05/2014,1760.9425447,0,
3519311,1,3684662,06/05/2015,2565.3658156,0,
3520053,1,3254458,31/03/2012,790.199982,0,02/04/2015
3520404,1,3498582,29/07/2013,8883.10864,206.8177,
3520479,1,3402734,18/11/2012,973.7206206,0,01/11/2015
3520503,1,3269443,16/05/2012,48310.04412,0,02/05/2015
3521025,1,3274718,19/03/2012,700.9869048,0,10/03/2015
3521244,1,3813359,29/03/2016,598.47,0,
3521303,1,3507791,13/11/2013,2626.4498338,0,
3522000,1,3354059,25/07/2012,4115.2997457,0,04/07/2015
3522519,1,3858319,07/02/2016,999.9909,1435.6118,
3522897,1,3620492,06/12/2014,1031.6585862,0,
3522933,1,3889131,18/05/2016,1543.4001,0,
3522958,1,3437268,28/02/2013,2956.93048,0,
3523007,1,3223524,11/01/2012,15.4809718,0,31/12/2014
3523597,1,3312872,09/06/2012,11321.164982,0,20/05/2015
3525420,1,3276516,01/06/2012,711.8741916,0,31/05/2015
3525822,1,3283959,02/01/2012,1726.934391,0,18/12/2014
3526423,1,3247070,08/01/2012,8956.1822922,0,11/01/2015
3526493,1,3276654,30/05/2012,2325.3906,0,30/05/2015
3526633,1,3880126,19/11/2016,51.0286,3668.1036,
3526893,1,3449537,02/04/2013,269.0652492,0,
3526908,1,3550506,06/06/2014,3634.505301,0,
3527157,1,3762031,08/02/2016,2273.6211,0,
3527322,1,3587187,29/04/2014,104.1091227,0,
3528215,781,3432753,26/08/2013,268.7066822,0,
3528638,1543,3781104,08/01/2016,235.0236,0,
3528727,1095,3537757,13/06/2014,408.5984,0,
3529136,1779,3766778,17/01/2016,235.0236,0,
3529141,1307,3595985,06/10/2014,270.05264,0,
3529706,314,3534927,11/09/2013,289.9041057,0,
3529814,1660,3723410,21/09/2015,2828.85702,0,
3530116,1,3711329,23/03/2015,1493.565178,0,
3530118,458,3329158,17/09/2012,161.92825,0,08/09/2015
3530546,2112,3890521,19/10/2016,51.0286,0,
3530602,1,3394200,01/03/2013,2352.1153656,0,
3530711,1995,3918414,01/08/2016,239.82,0,
3530919,1,3201121,13/01/2012,6567.5959323,0,05/01/2015
3531042,1,3398974,29/05/2013,1989.0173952,0,
3531149,1,3359164,18/11/2012,10385.562,0,04/11/2015
3531193,1,3453191,19/03/2013,1015.71426,0,
3531194,432,3393801,29/03/2013,2798.4,0,
3531279,334,3278533,13/05/2012,147.4344066,0,27/04/2015
3531491,1789,3840488,29/05/2016,3062.1393,0,
3531544,1,3675545,11/11/2014,489.0399598,0,
3531551,231,3345170,14/11/2012,2488.631112,0,07/11/2015
3531651,1,3334673,12/11/2012,41707.660025,0,25/10/2015
3531892,1,3430936,28/03/2013,899.4732714,0,
3531964,1,3310778,16/06/2012,1108.7619309,0,01/06/2015
3532511,1,3362472,10/08/2012,10476.63786,0,02/08/2015
3532550,1,3886179,13/07/2016,398.8288,0,
3532663,1,3320312,28/10/2012,2822.4249508,0,13/10/2015
3533029,1,3372608,04/10/2012,7.660224,0,25/09/2015
3533750,658,3570732,24/09/2013,211.8958254,0,
3533760,1925,3883336,13/06/2016,235.0236,0,
3533861,1,3726915,06/07/2015,1494.5499996,0,
3533998,1741,3821639,25/01/2016,242.2182,0,
3534251,505,3493131,15/08/2013,315.0309294,0,
3534378,1,3763856,01/02/2016,738.1638,0,
3534564,1268,3616572,12/08/2014,217.64732,0,
3534838,1,3268029,30/01/2012,642.7573542,0,17/02/2015
3534863,1,3272110,25/02/2012,2295.4782474,0,15/03/2015
3535204,1,3877830,12/09/2016,1323.9996,0,
3535248,1,3366262,31/12/2012,918.0801828,0,17/01/2016
3536180,1,3523980,22/02/2014,1287.8726,0,
3536285,394,3328632,18/05/2012,175.826079,0,18/05/2015
3536419,1,3613212,02/01/2015,1557.65262,0,
3536562,362,3361411,16/07/2012,178.611615,0,27/06/2015
3536839,1775,3843824,15/01/2016,242.2182,0,
3536900,1,3547427,29/03/2014,956.647296,0,
3537335,1122,3618556,25/05/2014,408.5984,0,
3537591,1,3234650,31/03/2012,921.5688339,0,06/04/2015
3537682,1510,3988120,08/09/2016,237.4218,0,
3538171,1,3336774,12/05/2012,111.15546,0,14/05/2015
3538230,1,3196370,02/02/2012,359.611005,0,20/01/2015
3538367,1,3976000,03/12/2016,5325.2,227.502,
