NrPolicy,NrObject,NrClaim,Date_of_loss,Paid,Reserves,Settlement_date
4135861,1,3846377,13/06/2016,1628.5139,0,
4136665,1,3941332,25/10/2016,51.0286,2450.9886,
4136941,1,3797989,15/01/2016,684.7946,0,
4137119,1,3546968,23/04/2014,3946.7240512,0,
4137553,1,3583202,18/03/2014,3321.3837286,0,
4137607,1,3502562,15/01/2014,1910.806401,0,
4137655,1,3760607,25/01/2016,7192.07,0,
4138526,1,3821260,29/06/2016,1009.206,0,
4138607,1,3900123,12/07/2016,4980.2898,0,
4138763,1,3846963,08/08/2016,359.3883,0,
4140057,1,3838301,22/06/2016,627.5433,0,
4140773,1,3800047,12/04/2016,982.124,0,
4141060,1,3448913,21/09/2013,762.93432,0,
4141477,1,3842730,10/05/2016,1238.59,1192.0818,
4141717,1,3840911,30/05/2016,0,2400,
4144371,1,3858424,12/07/2016,508.13,0,
4144863,1,3653120,10/12/2014,480.36099,0,
4146360,1,3938178,11/12/2016,0,2455,
4146528,1,3519958,09/01/2014,16933.249243,0,
4146957,1,3875093,15/08/2016,577.9927,0,
4147431,1,3836965,01/03/2016,828.1784,0,
4148914,1,3907398,03/09/2016,0,4018,
4149236,1,3897801,07/09/2016,2742.67,0,
4149631,1,3687786,03/07/2015,12199.7074,0,
4149836,1,3914645,28/11/2016,471.282,1993.841,
4150628,1,3888107,30/08/2016,999.1021,0,
4150776,1,3666415,12/12/2014,47.9371508,0,
4150799,1,3511424,25/11/2013,10512.9377,0,
4151015,1,3851781,18/07/2016,1605.583,0,
4151490,1,3682848,09/07/2015,13012.454876,0,
4151542,1,3853873,17/06/2016,463.4982,0,
4153089,1,3663124,27/01/2015,7836.7819606,0,
4153540,1,3681956,10/04/2015,706.215312,0,
4153755,1,3827587,16/01/2016,7133.1554,0,
4153847,1,3906901,22/06/2016,1797.1926,0,
4154476,1,3830432,27/03/2016,844.01,0,
4155686,1,3612457,09/07/2014,1778.6339284,0,
4156209,1,3848660,31/08/2016,2112.78,345.6422,
4156948,1,3868949,05/10/2016,1530.9075,0,
4157639,1,3928680,11/12/2015,52.5907,0,
4157779,1,3906748,10/12/2016,0,2455,
4159400,1,3467988,22/10/2013,1962.72037,0,
4159464,1,3482586,24/12/2013,18473.663065,0,
4160234,1,3731328,27/03/2015,1114.2870284,0,
4160309,1,3661443,27/09/2014,2400.2556676,0,
4162066,1,3890731,08/08/2016,1745.95,709.05,
4162102,1,3768859,24/01/2016,52.07,0,
4162807,1,3549083,10/03/2014,1145.1548889,0,
4163545,1,3810171,17/01/2016,1800.931,0,
4164112,1,3872145,03/10/2016,2764.92,44.6292,
4164803,1,3906812,26/05/2016,52.07,0,
4165016,1,3841970,08/07/2016,51.5493,36110.9886,
4165315,1,3664497,05/06/2015,5820.0423534,0,
4165892,1,3886409,19/06/2016,1259.8047,0,
4165933,1,3814138,24/02/2016,1377.64,0,
4166086,1,3699463,16/08/2015,1764.8175356,0,
4166602,1,3938653,22/11/2016,975.559,0,
4166657,1,3744226,13/07/2015,300.92378,0,
4167028,1,3967180,15/10/2016,52.07,0,
4167127,1,3545369,17/06/2014,3154.2075073,0,
4167658,1,3973485,07/05/2016,52.07,0,
4167926,1,3610292,05/12/2014,6655.3526655,0,
4168037,1,3680807,05/04/2015,51.34102,0,
4168951,1,3942858,19/10/2016,1098.1225,0,
4169797,1,3884196,18/06/2016,15389.9886,0,
4169986,1,3790280,09/02/2016,1502.1734,849.8266,
4170027,1,3952254,24/11/2016,51.0286,2402.93,
4170030,1,3675308,10/03/2015,3108.721925,0,
4170072,1,3485857,22/10/2013,4606.9059316,0,
4170135,1,3596276,12/08/2014,2589.70296,0,
4170298,1,3837796,10/08/2016,135.0855,0,
4170331,1,3810409,22/05/2016,1541.0736,0,
4172793,1,3907135,24/06/2016,4702.7673,0,
4172970,1,3750977,02/06/2015,394.4247,0,
4173040,1,3936132,25/09/2016,3909.8178,2.9593,
4173103,1,3690524,05/01/2015,613.1435268,0,
4173169,1,3579687,30/03/2014,1583.7485,0,
4173583,1,3867552,05/03/2016,1814.2125,0,
4173948,1,3801036,16/05/2016,807.3338,0,
4173993,1,3689767,29/04/2015,0,2703,
4175959,1,3641005,07/11/2014,5643.5755254,0,
4176604,1,3572232,12/05/2014,1505.21563,0,
4177130,1,3657130,01/02/2015,4300.7310522,59.8627,
4177610,1,3573376,27/09/2014,1583.758982,0,
4177818,1,3887057,14/06/2016,3395.4525,0,
4178299,1,3737635,05/06/2015,3970.7211258,0,
4178388,1,3537071,03/01/2014,23.5382,0,
4178744,1,3790231,23/01/2016,1945.69,0,
4179131,1,3631366,02/08/2014,121.491385,0,
4179295,1,3935270,14/08/2016,733.3004,0,
4179467,1,3892170,22/08/2016,436.04,0,
4179687,1,3899448,19/06/2016,860.31,0,
4180225,1,3602165,15/07/2014,1087.5055752,0,
4180305,1,3856099,01/08/2016,5933.655,0,
4180451,1,3518917,29/11/2013,3523.0225009,0,
4181312,1,3630604,14/07/2014,4108.6764852,0,
4181575,1,3922296,10/08/2016,2950.19,0,
4181961,1,3572039,06/05/2014,2705.4215991,0,
4183325,1,3791099,27/02/2016,4727.8924,0,
4183768,1,3544607,24/01/2014,13.1936706,0,
4184821,1,3895747,29/05/2016,1951.1382,0,
4185454,1,3849460,16/06/2016,6355.23,0,
4185606,1,3864102,11/04/2016,3013.67,0,
4186224,1,3790574,28/12/2015,52.5907,0,
4188395,1,3768105,19/01/2016,51.0286,2402.93,
4189621,1,3782535,11/09/2015,1307.06626,0,
4190113,1,3616371,09/06/2014,1691.1828446,0,
4190609,1,3495679,16/12/2013,996.2084552,0,
4190651,1,3800736,28/03/2016,51.0286,0,
4190863,1,3867005,20/06/2016,5401.52,0,
4191099,1,3514860,07/03/2014,47.7707769,0,
4191639,1,3857988,26/05/2016,1242.0778,0,
4192058,1,3956167,24/09/2016,369.9731,0,
4192415,1,3810147,16/05/2016,1261.08,0,
4192543,1,3606256,11/12/2014,337.7744172,0,
4193098,1,3925235,02/11/2016,2044.09,0,
4193237,1,3898764,26/09/2016,1217.4,1237.6,
4193477,1,3836700,08/03/2016,604.63,0,
4194142,9,3833463,21/03/2016,1455.8488,0,
4194447,1,3585455,11/09/2014,71.5381282,0,
4194657,1,3660338,23/02/2015,1361.0286714,0,
4194881,1,3849969,09/06/2016,51.0286,6062.9593,
4195212,1,3599688,21/07/2014,9794.6277423,0,
4195648,1,3987574,17/12/2016,0,2405.9,
4195901,1,3827025,13/05/2016,437.9326,0,
4195937,1,3822499,24/11/2015,50.3141996,26898.9714,
4196467,1,3590690,14/04/2014,47.7707769,0,
4198743,1,3843477,12/03/2016,803.1621,1604.79,
4198745,1,3599350,03/05/2014,10632.550891,0,
4199212,1,3903968,21/10/2016,51.5493,2402.93,
4199594,1,3812509,14/03/2016,1205.1219,0,
4199679,1,3908038,20/07/2016,7391.2286,6578.0593,
4200189,1,3794868,25/01/2016,1221.9384,0,
4200343,1,3810665,29/03/2016,52.07,3771.7945,
4200390,1,3810398,13/04/2016,1035.0368,1398.84,
4201178,1,3799588,01/12/2015,981.03,0,
4201419,1,3504190,23/01/2014,4385.76309,0,
4202691,1,3636302,22/12/2014,923.8408146,0,
4203128,1,3630692,16/07/2014,10150.647814,0,
4203401,1,3917175,29/09/2016,1573.4292,0,
4204146,1,3907829,07/12/2016,0,284.631,
4204633,1,3886335,28/05/2016,2098.4972,0,
4204658,1,3891610,25/07/2016,4242.1698,0,
4204924,1,3582768,10/08/2014,2836.0338633,0,
4205035,1,3833415,25/07/2016,1140.6637,422.7,
4205067,1,3847793,07/02/2016,3036.432,0,
4205398,1,3638401,14/10/2014,2275.5849508,0,
4206859,1,3866057,01/07/2016,17376.5493,0,
4206871,1,3506649,23/12/2013,1379.6236575,0,
4207273,1,3774844,18/02/2016,1462.73,0,
4208525,10,3693633,28/02/2015,4905.7091982,0,
4208527,1,3764616,02/01/2016,3147.9,0,
4209643,1,3817408,27/03/2016,5513.23,0,
4210038,1,3760930,17/10/2015,50.8276098,0,
4210791,1,3739956,03/06/2015,50.8276098,0,
4211128,1,3777096,14/09/2015,1669.5644526,0,
4211602,1,3918907,14/12/2016,0,2455,
4211610,1,3651870,04/02/2015,9244.3433908,0,
4212079,1,3839023,07/02/2016,3260.6032,326.68,
4212314,1,3803978,21/01/2016,7370.4807,0,
4213197,1,3863810,19/08/2016,2016.2716,0,
4213440,1,3934105,06/11/2016,743.03,0,
4213518,1,3593002,03/10/2014,85.76975,0,
4213608,1,3743778,14/07/2015,3093.932259,0,
4213662,1,3878509,19/06/2016,1525.1707,0,
4213797,1,3970511,20/12/2016,0,2430.45,
4213838,1,3858988,03/09/2016,451.4076,0,
4214400,1,3586111,29/04/2014,2163.8232396,0,
4214708,1,3757497,28/07/2015,10644.864566,0,
4214977,3,3798827,16/03/2016,560.63,0,
4215480,1,3807498,20/04/2016,783.1944,0,
4215848,1,3848919,20/05/2016,830.45,0,
4216219,1,3917851,29/07/2016,540.8752,0,
4216678,1,3830034,25/05/2016,4505.7,0,
4217105,1,3938735,24/12/2016,0,2455,
4217135,1,3974241,19/12/2016,0,2430.45,
4217254,1,3749764,05/11/2015,8479.362771,0,
4217460,1,3625076,29/12/2014,956.1278726,0,
4217821,1,3503714,25/01/2014,2721.0910888,0,
4218157,1,3874337,10/08/2016,52.07,189.62,
4218437,1,3889037,27/09/2016,1670.1865,801.35,
4218522,1,3903626,30/06/2016,52.07,0,
4219428,1,3811780,29/03/2016,591.185,1851.75,
4219482,1,3646161,08/02/2015,3722.9867334,0,
4220130,1,3857438,16/06/2016,2139.66,0,
4221004,1,3872279,15/06/2016,3051.14,503.86,
4221889,1,3848091,17/02/2016,2795.5083,0,
4222659,1,3663703,01/05/2015,239.759759,0,
4223287,1,3750657,02/01/2016,1706.74,0,
4223322,1,3912066,16/06/2016,5950.15,0,
4223440,1,3881922,02/05/2016,1083.9682,0,
4223518,1,3864154,04/10/2016,5136.572,3.636,
4223596,1,3793283,19/03/2016,1501.8894,0,
4223890,1,3850156,19/03/2016,311.13,0,
4224262,1,3856792,18/05/2016,52.07,0,
4224898,1,3958837,15/10/2016,4148.438,117.6,
4224928,1,3866593,03/10/2016,52.5907,22277.9007,
4225038,1,3480858,28/01/2014,1545.5837191,0,
4225208,1,3512684,23/02/2014,245.7961618,0,
4225290,1,3827288,28/04/2016,6585.2707,0,
4225545,1,3635188,18/01/2015,1760.8396372,0,
4225976,1,3741101,24/10/2015,1124.959869,0,
4227091,1,3526824,14/05/2014,1139.9330547,0,
4227135,1,3853546,26/03/2016,327.47,0,
4227151,1,3871271,25/03/2016,7157.8612,0,
4227330,1,3896070,17/09/2016,16309.2286,0,
4227698,1,3783649,28/10/2015,3357.16102,0,
4228754,1,3923515,25/10/2016,1016.505,1417.75,
4228868,1,3846276,06/04/2016,944.54,0,
4229140,1,3720000,23/04/2015,812.1396062,0,
4229470,1,3657337,01/02/2015,5289.6905942,0,
4229832,1,3978266,20/11/2016,52.5907,301.0734,
4229865,1,3790995,10/02/2016,1108.5356,0,
4230223,1,3578843,23/10/2014,938.23793,0,
4230401,1,3917255,18/12/2016,0,2479.55,
4230406,1,3549768,25/04/2014,656.22242,0,
4230579,1,3578639,30/09/2014,1452.6570834,0,
4230866,1,3900564,27/08/2016,0,2400,
4231831,1,3737144,22/05/2015,1948.207562,0,
4232772,1,3796287,12/01/2016,2503.083,0,
4233179,1,3897015,15/05/2016,289.9215,0,
4233754,1,3905645,29/09/2016,0,8364,
4234757,1,3668558,31/05/2015,2533.881537,0,
4236155,1,3889569,29/05/2016,246.33,2186.5833,
4236193,1,3814151,28/04/2016,1267.4389,0,
4236588,1,3927794,09/10/2016,2780.96,0,
4236872,1,3899742,19/10/2016,3623.2266,51.0286,
4236904,1,3762326,20/01/2016,1776.34,0,
4236993,1,3849347,08/03/2016,1102.353,1275.15,
4237076,1,3765946,11/02/2016,52.5907,0,
4238870,1,3528593,14/03/2014,752.6042888,0,
4239074,1,3575065,14/05/2014,705.43362,0,
4239295,1,3817720,03/03/2016,972.6794,0,
4240346,1,3747146,25/10/2015,10455.91892,0,
4241865,1,3895115,09/10/2016,697.8609,0,
4242355,1,3775864,21/12/2015,2585.4345,0,
4242394,1,3669687,30/01/2015,465.2679948,0,
4243460,1,3873221,02/11/2016,52.07,2450.9886,
4243732,1,3878772,29/08/2016,1955.1883,0,
4245056,1,3559224,17/06/2014,7892.544268,0,
4245248,1,3567299,09/02/2014,19331.62989,0,
4245296,1,3570737,02/05/2014,2739.0413816,0,
4245404,1,3816190,04/06/2016,51.0286,0,
4245723,1,3765367,24/01/2016,855.9026,0,
4246153,1,3900383,10/12/2016,0,2504.1,
4247062,1,3681000,17/02/2015,1510.3940742,0,
4247714,1,3850285,16/04/2016,363.9933,2066.4567,
4247738,1,3720853,23/03/2015,10864.06148,0,
4248084,1,3932502,27/10/2016,0,2479.55,
4248337,1,3761670,19/12/2015,1178.0972,0,
4248467,1,3848862,04/06/2016,12553.5324,0,
4248858,1,3853245,19/09/2016,943.4612,0,
4249009,1,3925490,03/09/2016,4325.2692,0,
4249110,1,3797824,13/05/2016,51.5493,0,
4249637,1,3943734,08/12/2016,0,2504.1,
4250383,1,3790213,14/02/2016,713.1558,0,
4250729,1,3932106,20/10/2016,2839.34,15.66,
4250787,1,3805870,23/02/2016,9145.8833,0,
4251116,1,3759759,26/07/2015,490.2528114,0,
4251295,1,3518075,09/04/2014,19355.70801,0,
4251946,1,3686792,19/03/2015,5001.929212,0,
4252425,1,3942267,11/11/2016,6618.1654,0,
4252852,1,3881681,10/09/2016,777.287,0,
4253095,1,3896539,10/10/2016,2791.1451,0,
4253835,1,3745033,28/07/2015,633.4808788,0,
4253906,1,3595890,17/08/2014,2821.9963681,0,
4254075,1,3762260,16/10/2015,4742.6342238,0,
4254227,1,3512531,05/05/2014,2064.65637,0,
4254414,1,3910305,17/11/2016,51.5493,1320.61,
4254432,1,3547274,11/03/2014,243.87194,0,
4255207,1,3840247,09/08/2016,305.97,0,
4255234,1,3649095,07/11/2014,905.2789782,0,
4255236,1,3623446,23/10/2014,49.06429,0,
4256285,1,3869338,31/05/2016,1679.8914,0,
4256319,1,3617386,01/08/2014,646.6422798,0,
4256415,1,3871198,25/07/2016,408.5248,0,
4256781,1,3928094,03/08/2016,261.2163,2240.2974,
4257564,1,3585858,11/08/2014,743.372586,0,
4257625,1,3828430,10/04/2016,5204.76,0,
4257710,1,3867292,14/05/2016,52.5907,912.9693,
4257901,1,3920838,21/11/2016,0,2504.1,
4258490,1,3827708,15/03/2016,2305.0119,0,
4259311,1,3878791,10/11/2016,52.07,2450.9886,
4259494,1,3602037,21/10/2014,3431.0028536,0,
4260472,1,3827072,01/02/2016,737.3,0,
4260487,1,3802727,01/04/2016,28704.3212,0,
4260579,1,3581683,17/05/2014,4603.590033,0,
4260632,1,3621871,30/01/2015,1662.6615354,0,
4260733,1,3857393,07/05/2016,14413.9086,2.9593,
4261055,1,3843129,12/01/2016,1722.4237,0,
4261340,1,3851652,28/07/2016,52.5907,2426.9593,
4261935,10,3832736,27/02/2016,2820.93,0,
4262047,1,3834566,16/02/2016,1538.9724,0,
4262920,1,3857208,11/05/2016,1361.5911,0,
4263886,1,3616181,05/09/2014,2442.5824951,0,
4264798,1,3695093,21/12/2014,395.46192,0,
4264832,1,3774922,29/09/2015,1069.025846,0,
4265289,1,3777524,29/08/2015,6095.34102,0,
4265720,1,3932133,01/12/2016,0,2479.55,
4265845,1,3581455,27/10/2014,7468.0970146,928.2,
4266115,1,3863288,28/02/2016,16041.0393,0,
4266385,1,3845766,31/01/2016,1617.87,0,
4267312,1,3969496,16/12/2016,0,2405.9,
4267974,1,3849563,11/09/2016,51.0286,0,
4268519,14,3904083,13/09/2016,2452.2932,0,
4268628,1,3664398,06/02/2015,1325.571814,0,
4268666,1,3815089,16/10/2015,738.7858962,0,
4269024,1,3839755,04/04/2016,654.4295,0,
4269275,1,3855577,02/05/2016,5312.4232,0,
4269429,1,3745503,14/09/2015,5801.9160108,0,
4269783,1,3929889,07/11/2016,712.9085,1731.6585,
4270678,1,3906145,16/12/2016,0,2430.45,
4272149,1,3801975,19/03/2016,5133.7496,0,
4272205,1,3730282,04/09/2015,501.45194,0,
4272303,1,3830006,09/03/2016,1167.8436,0,
4272931,1,3897277,06/09/2016,2654.3594,0,
4273292,1,3674287,02/06/2015,1598.2867098,0,
4274485,1,3594337,12/08/2014,1297.5018014,0,
4274529,1,3817982,10/06/2016,52.39,2.5578,
4275395,1,3849972,11/06/2016,1025.8738,0,
4275990,1,3874391,27/05/2016,495.5161,0,
4276380,1,3902212,17/04/2016,1566.7524,55,
4276475,1,3805119,22/01/2016,1983.1,0,
4276571,1,3675153,10/02/2015,470.115913,0,
4276825,1,3898915,11/09/2016,410.4045,0,
4277158,1,3657905,05/05/2015,2157.2334084,0,
4277336,1,3845784,26/04/2016,4143.1068,0,
4277641,1,3861057,25/09/2016,6507.5038,0,
4277810,1,3942709,11/10/2016,5343.9804,0,
4279447,1,3824738,15/06/2016,51.0286,2378.9007,
4279880,1,3540831,09/07/2014,3754.9192352,0,
4279884,1,3773722,13/01/2016,952.23,0,
4280750,1,3787579,08/03/2016,1555.9151,0,
4281112,1,3748469,02/01/2016,2806.6486,0,
4282367,1,3855779,16/05/2016,4537.5078,0,
4282405,1,3767813,09/01/2016,1941.2316,0,
4282433,1,3798300,03/01/2016,2816.8767,0,
4282859,1,3713047,02/10/2015,3304.05986,0,
4283217,1,3918834,06/10/2016,2058.4508,350.9946,
4283249,1,3599730,07/09/2014,26460.214977,0,
4283387,1,3956395,08/10/2016,52.5907,10292.8714,
4283700,1,3817038,09/03/2016,676.094,0,
4283844,1,3913654,05/12/2016,0,8842.55,
4284598,1,3770866,29/08/2015,1483.5051094,0,
4284704,1,3858784,09/03/2016,200.11,0,
4285279,1,3834319,05/04/2016,1672.8525,0,
4285412,1,3720130,25/02/2015,6269.73732,0,
4285459,1,3520138,04/05/2014,1264.5508555,0,
4286333,1,3826412,04/04/2016,52.5907,0,
4286768,1,3698128,02/08/2015,50.3141996,0,
4287034,1,3741143,07/12/2015,6630.7621302,0,
4287457,1,3585823,10/11/2014,10012.72813,456,
4288215,1,3918077,04/09/2016,1294.2666,0,
4288317,1,3814759,05/02/2016,4302.75,0,
4288401,1,3751133,09/12/2015,973.4409384,0,
4288612,1,3812753,15/03/2016,1031.16,0,
4288787,1,3909095,25/07/2016,1418.69,0,
4288798,1,3903072,18/10/2016,780.3446,0,
4289121,1,3927175,01/08/2016,4300.54,0,
4289164,1,3971649,10/11/2016,5398.0542,0,
4289323,1,3777193,20/01/2016,4404.72,0,
4289674,1,3819783,15/03/2016,1677.466,0,
4289948,1,3614636,30/06/2014,1082.5978878,0,
4290106,1,3677448,07/11/2014,4400.0304984,0,
4290309,1,3832417,23/04/2016,9428.1363,0,
4290613,1,3696040,23/12/2014,4601.1397014,0,
4291576,1,3886684,18/04/2016,3352.9419,0,
4291803,1,3893470,13/06/2016,1962.2886,0,
4291883,1,3624554,21/08/2014,397.73416,0,
4292164,1,3755008,10/07/2015,529.1362098,0,
4292224,1,3872497,10/07/2016,1442.6972,0,
4292546,1,3936382,23/10/2016,825.27,0,
4292866,1,3679485,18/07/2015,5151.687507,0,
4293237,1,3882698,06/05/2016,1250.3624,0,
4293406,1,3756685,12/01/2016,636.502,0,
4293414,1,3911865,19/12/2016,0,2430.45,
4293499,1,3891984,17/09/2016,51.5493,2354.8714,
4295828,1,3682436,02/12/2014,71.3211268,0,
4296098,1,3947319,16/12/2016,0,2504.1,
4296112,1,3674581,12/12/2014,2014.9406228,0,
4296142,1,3843868,12/01/2016,1752.66,0,
4296267,1,3842649,06/04/2016,658.58,0,
4296396,1,3762608,29/12/2015,3526.1968,0,
4296721,1,3865997,19/09/2016,3711.3874,0,
4296781,1,3799534,23/03/2016,9808.67,3066.4158,
4298405,1,3591342,07/07/2014,2310.25084,0,
4299005,1,3786957,02/03/2016,347.214,0,
4300485,1,3814411,23/01/2016,52.5907,0,
4300791,1,3805965,27/05/2016,416.6452,0,
4300871,1,3857485,11/08/2016,486.288,0,
4301325,1,3852205,24/07/2016,1478.72,0,
4301799,1,3699393,10/08/2015,169.7757488,0,
4301853,7,3839622,15/07/2016,1082.0029,0,
4302594,1,3783366,26/12/2015,5783.15,0,
4303473,1,3879925,17/07/2016,7235.6928,0,
4303666,1,3799624,11/01/2016,2736.1323,677.4054,
4304581,1,3755292,03/10/2015,9663.12102,0,
4304928,1,3924252,21/11/2016,51.5493,2450.9886,
4305308,8,3836003,20/04/2016,377.55,0,
4305593,26,3880513,31/10/2016,0,2430.45,
4305626,1,3829280,10/03/2016,18758.0646,0,
4305707,1,3877266,27/10/2016,0,3668.94,
4306389,1,3926918,08/12/2016,0,2479.55,
4306470,1,3575369,23/05/2014,11464.97331,0,
4307154,1,3618324,07/09/2014,114.95609,0,
4307837,1,3924374,20/09/2016,681.3,0,
4308325,1,3864572,23/06/2016,4204.9835,0,
4308616,8,3900836,23/07/2016,298.5762,0,
4308845,1,3828502,09/03/2016,1227.6891,0,
4309380,1,3876127,01/06/2016,2076.8418,0,
4309645,4,3894181,05/08/2016,238.5026,0,
4309921,3,3958126,15/10/2016,730.91,51.5493,
4310353,1,3821361,12/01/2016,3688.015,0,
4310445,3,3874941,15/03/2016,1702.9089,0,
4311239,7,3831323,13/03/2016,487.3246,0,
4311529,1,3899999,06/10/2016,9081.3393,864.2914,
4311592,1,3816407,10/05/2016,420,0,
4312661,1,3624274,30/11/2014,3479.0587866,0,
4313608,18,3834726,22/01/2016,52.5907,0,
4313852,1,3829802,14/05/2016,928.62,0,
4314254,1,3868172,17/06/2016,7390.6896,0,
4315072,1,3866372,12/05/2016,51.0286,0,
4315174,1,3906345,04/06/2016,1383.4557,0,
4315973,1,3919727,26/09/2016,1835.3244,0,
4316044,1,3876442,30/05/2016,640.3097,0,
4316723,1,3719511,20/10/2015,938.8061302,0,
4316764,1,3790975,11/02/2016,2460.1797,0,
4316977,1,3845492,17/07/2016,2042.29,0,
4317140,1,3887884,22/10/2016,52.07,11002.93,
4319160,1,3684096,18/05/2015,2807.0668006,0,
4319358,1,3648457,05/12/2014,4877.1672348,0,
4319400,1,3843793,04/02/2016,7477.04,0,
4319672,5,3700994,28/04/2015,1052.79042,0,
4320273,1,3716914,16/10/2015,921.9655518,1539.9426,
4320759,1,3773162,25/09/2015,2129.5591642,0,
4320903,1,3608282,22/09/2014,615.6306884,0,
4322698,1,3755259,25/10/2015,1165.2642372,0,
4323111,1,3672074,28/10/2014,6546.87331,0,
4323289,8,3870180,11/01/2016,916.9992,0,
4323702,1,3665190,17/02/2015,2396.3829318,0,
4324261,1,3840743,11/04/2016,358.8833,0,
4324636,1,3807095,28/05/2016,1945.2398,0,
4324673,1,3618261,25/10/2014,862.6558773,0,
4326678,81,3613656,16/12/2014,2879.6660452,0,
4326723,71,3598453,25/11/2014,446.3412806,0,
4326824,1,3631807,16/08/2014,451.1779371,0,
4326849,1,3868403,05/08/2016,762.7438,0,
4327442,77,3639526,31/12/2014,67.4894322,0,
4327932,1,3875230,14/09/2016,5152.07,3.8514,
4328006,1,3810109,16/03/2016,1281.38,0,
4328250,1,3880944,27/05/2016,2338.819,0,
4328297,1,3813117,09/05/2016,1361.1213,0,
4328686,35,3643973,30/01/2015,3513.7578756,0,
4329218,1,3814353,23/04/2016,1911.4524,0,
4329331,1,3821239,02/04/2016,848.7864,306,
4329709,1,3886945,24/05/2016,438.7754,0,
4329845,1,3860033,11/05/2016,326.8986,0,
4330172,1,3618778,04/10/2014,4857.738732,0,
4331223,1,3881460,08/07/2016,97.28,0,
4331368,1,3860169,18/03/2016,2693.7946,0,
4331507,1,3862383,18/02/2016,2992.29,0,
4331696,11,3806538,02/04/2016,1951.29,0,
4331789,52,3604099,19/07/2014,2308.9043996,0,
4332110,1,3887455,04/05/2016,4338.081,0,
4333071,1,3806804,19/04/2016,2108.4053,0,
4333178,1,3831463,02/03/2016,15990.07,0,
4333257,1,3637757,18/03/2015,1966.0654142,0,
4334378,1,3756939,08/01/2016,2761.12,0,
4334753,1,3831417,23/01/2016,1212.0303,0,
4335214,1,3771698,28/06/2015,1689.5543206,0,
4335380,1,3786543,05/10/2015,647.55902,0,
4335700,1,3705831,22/12/2014,1131.9913,0,
4336136,1,3923967,05/11/2016,711.1076,0,
4337229,1,3852803,30/06/2016,926.8578,0,
4337567,1,3869913,30/04/2016,51.0286,0,
4337951,1,3742520,27/06/2015,208.6096218,0,
4338674,1,3834908,27/04/2016,1102.61,0,
4338682,1,3577762,02/10/2014,981.5573295,0,
4338877,1,3849433,07/03/2016,52.5907,0,
4339420,1,3830154,08/03/2016,14278.62,0,
4340241,1,3746815,04/01/2016,4140.0414,0,
4340887,1,3689894,12/12/2014,1190.90272,0,
4340912,5,3650608,27/12/2014,910.3810134,0,
4341048,1,3840215,10/01/2016,474.48,0,
4341114,1,3882230,09/10/2016,913.65,1525.9365,
4342112,1,3719031,09/04/2015,8166.1998992,0,
4342131,1,3701743,01/09/2015,51.34102,0,
4342584,1,3876207,23/04/2016,1257.13,0,
4342896,1,3899101,09/08/2016,51.0286,0,
4343538,1,3848079,06/07/2016,51.0286,2378.9007,
4343552,1,3750484,13/01/2016,1668.36,0,
4343572,1,3884291,08/05/2016,1239.5196,0,
4343732,1,3889096,29/09/2016,52.5907,0,
4343840,1,3937749,11/12/2016,0,2430.45,
4344010,1,3892420,14/12/2016,0,2405.9,
4344306,10,3558804,06/09/2014,2428.4330714,0,
4344754,1,3809842,23/04/2016,2356.1356,0,
4344876,1,3672325,01/11/2014,13050.375104,0,
4344984,1,3638578,09/08/2014,575.0447726,0,
4345119,1,3623799,20/01/2015,49.4046146,0,
4346095,1,3587854,22/09/2014,800.43654,0,
4346472,1,3821028,13/01/2016,1143.8,0,
4347499,1,3953605,25/10/2016,541.827,1869.546,
4347584,1,3668272,06/01/2015,933.882259,0,
4347995,2,3848203,04/06/2016,739.3604,1688.5008,
4348299,1,3803725,19/02/2016,2005.46,0,
4348675,1,3793427,18/02/2016,1968.0164,0,
4348895,1,3799982,13/01/2016,34064.2863,0,
4348976,2,3938360,31/08/2016,52.5907,231.2016,
4348991,1,3771826,12/01/2016,1860.5888,0,
4349442,1,3838135,27/06/2016,3434.7726,180.2097,
4350015,1,3634619,04/08/2014,1086.4539279,0,
4350019,1,3721819,19/09/2015,178.0199336,2425.2524,
4350717,1,3662007,29/03/2015,51.8544302,0,
4351688,10,3863932,19/04/2016,1609.97,0,
4351730,1,3872764,08/06/2016,1112.4666,0,
4351745,1,3904987,03/10/2016,964.02,1490.98,
4352051,18,3911011,12/07/2016,2432.2816,0,
4352275,1,3906577,25/05/2016,51.0286,113.2302,
4352472,1,3640951,17/10/2014,7714.31877,0,
4352480,1,3888619,07/11/2016,0,55.55,
4352906,2,3692871,23/01/2015,7906.2043508,0,
4353892,7,3889006,03/05/2016,3406.6989,0,
4354009,1,3830245,14/02/2016,309.1998,0,
4355247,1,3891345,07/07/2016,51.5493,2402.93,
4355795,1,3757381,24/09/2015,6387.24932,0,
4356133,1,3875234,13/06/2016,6553.7385,560.4885,
4356236,1,3803619,14/03/2016,1237.9469,0,
4356427,1,3913165,06/07/2016,4195.3506,0,
4356506,3,3911390,17/10/2016,249.8216,0,
4357069,1,3918338,01/12/2016,0,4258.1,
4357440,1,3912668,18/10/2016,52.07,2378.9007,
4357500,1,3720895,15/06/2015,50.3141996,0,
4357951,1,3726078,21/03/2015,1727.6104338,0,
4358192,1,3869961,06/05/2016,2661.0571,0,
4358287,1,3651554,31/01/2015,3097.6814938,0,
4360139,1,3853438,18/09/2016,51.5493,2354.8714,
