Year,NrPolicy,NrObject,Dt_Exp_Start,Dt_Exp_End,Time_on_book,Customer_Type,D_age,D_age_banded,BonusMalus,D_ZIP,Nr_payments,VEH_type,Veh_type1,Veh_type2,VEH_brand,Construct_year,Capacity,Nr_of_seats,Premium_earned,Sum_insured
2013,3289024,1,01/01/2013,17/02/2013,4,C,64,60 <=  x < 65,10,2775,1,70,tow-car,TRUCK,366,2009,1,1,5.4519145205,221.34245246
2012,3289161,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,4,6005,1,1,private car,CAR,053,2003,2663,5,244.00383082,632.27379945
2012,3289194,1,01/01/2012,31/12/2012,4,C,43,40 <=  x < 45,6,4775,1,1,private car,CAR,083,2006,1896,2,99.131830969,5530.1996712
2013,3289233,1,01/01/2013,15/01/2013,3,C,44,40 <=  x < 45,10,2584,2,1,private car,CAR,053,2009,2283,8,16.021858696,829.43304098
2014,3289249,1,01/01/2014,02/03/2014,5,C,65,65 <=  x < 70,11,3560,1,1,private car,CAR,015,2012,1398,5,24.498764208,1490.3616438
2013,3289266,1,01/01/2013,31/12/2013,5,C,54,50 <=  x < 55,1,5110,1,1,private car,CAR,065,2009,1994,2,262.63583697,10317.349727
2014,3289418,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,8,3140,1,5,commercial car <3100 kg,PICKUP,057,2013,1997,2,39.190977141,262.83658904
2014,3289418,2,01/01/2014,16/12/2014,6,C,55,55 <=  x < 60,1,5110,1,1,private car,CAR,065,2009,1994,2,223.7520274,9476.6695068
2015,3289488,1,01/01/2015,31/12/2015,7,C,52,50 <=  x < 55,7,4400,2,1,private car,CAR,057,2011,1997,2,298.03413626,5046.9041096
2013,3289527,1,01/01/2013,31/12/2013,4,S,47,45 <=  x < 50,5,4540,1,1,private car,CAR,047,2009,1998,2,66.822580543,2258.5091803
2014,3289552,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,16,9600,1,1,private car,CAR,079,2013,1800,2,239.77093516,691.63835616
2014,3289605,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,15,2695,1,50,driving school motorcycle,MOTORBIKE,950,2010,125,2,2.577431694,114.35621233
2012,3289612,1,01/01/2012,31/12/2012,4,C,43,40 <=  x < 45,4,4835,1,1,private car,CAR,056,2002,1195,5,101.82,3950.4762
2013,3289613,1,01/01/2013,31/12/2013,5,C,54,50 <=  x < 55,13,3060,1,6,commercial car <3500 kg,PICKUP,079,2011,2986,6,373.80226891,14637.101311
2012,3289642,1,01/01/2012,31/12/2012,3,C,57,55 <=  x < 60,15,2775,1,1,private car,CAR,024,2010,1596,5,437.35180822,956.55709479
2014,3289646,1,01/01/2014,31/12/2014,5,C,55,55 <=  x < 60,13,1885,1,6,commercial car <3500 kg,PICKUP,064,2010,2499,7,18.100327869,903.24761425
2015,3289682,1,01/01/2015,31/12/2015,6,C,46,45 <=  x < 50,16,9600,1,1,private car,CAR,079,2013,1800,2,275.57521644,1156.4084932
2013,3289762,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,9,4625,1,1,private car,CAR,064,2010,1870,2,257.90490228,9377.0491803
2012,3289814,1,01/01/2012,31/12/2012,3,S,83,80 <=  x < 85,12,3781,1,5,commercial car <3100 kg,PICKUP,047,2010,2686,3,455.5490411,1379.9619123
2013,3289824,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,11,3802,4,1,private car,CAR,023,2010,1910,2,233.06929682,0
2014,3289902,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,-1,4435,1,6,commercial car <3500 kg,PICKUP,079,2008,2986,3,311.49760134,650.89972603
2015,3290027,1,01/01/2015,25/01/2015,6,C,46,45 <=  x < 50,15,2510,1,5,commercial car <3100 kg,PICKUP,047,2010,2148,3,14.369917808,765.96164384
2014,3290031,1,01/01/2014,20/01/2014,5,S,39,35 <=  x < 40,7,7520,4,1,private car,CAR,031,2009,1973,5,27.067391304,767.67561644
2014,3290043,1,01/01/2014,08/07/2014,5,C,45,45 <=  x < 50,6,7885,1,1,private car,CAR,003,2009,1595,5,148.2544,0
2012,3290111,1,01/01/2012,31/12/2012,3,S,43,40 <=  x < 45,7,6430,1,51,driving school car,CAR,031,2009,1590,4,373.77704384,419.59152219
2012,3290153,1,01/01/2012,31/12/2012,3,C,56,55 <=  x < 60,11,7400,1,1,private car,CAR,047,2009,2148,5,721.89803336,3574.9459726
2013,3290164,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,3,3140,1,6,commercial car <3500 kg,PICKUP,024,2009,2402,7,363.10693023,10141.021721
2014,3290189,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,-2,7350,1,1,private car,CAR,064,2010,1149,5,66.562430128,566.49772603
2013,3290219,1,01/01/2013,31/12/2013,5,C,54,50 <=  x < 55,14,4700,1,1,private car,CAR,057,2012,1398,2,302.59196642,13153.527869
2014,3290243,1,01/01/2014,31/12/2014,6,C,55,55 <=  x < 60,17,7540,1,1,private car,CAR,056,2013,1199,5,272.89454466,14822.11726
2013,3290248,1,01/01/2013,31/12/2013,4,S,38,35 <=  x < 40,7,7520,4,1,private car,CAR,031,2009,1973,5,497.1272087,945.96393443
2012,3290304,1,01/01/2012,31/12/2012,3,C,63,60 <=  x < 65,17,3560,1,1,private car,CAR,064,2009,1870,2,104.2383939,15266.162693
2012,3290366,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,1,2620,2,1,private car,CAR,015,2009,1587,5,235.84552174,274.91014356
2015,3290394,1,01/01/2015,31/12/2015,6,C,38,35 <=  x < 40,9,1990,1,1,private car,CAR,023,2010,1242,5,0,579.2330811
2012,3290398,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,18,6360,1,1,private car,CAR,053,2010,2494,5,216.14141123,1132.6509173
2013,3290429,1,01/01/2013,31/12/2013,4,S,36,35 <=  x < 40,10,9060,1,1,private car,CAR,001,2008,1598,5,0,7295.2072131
2013,3290611,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,1,2620,2,1,private car,CAR,015,2009,1587,5,216.44754783,252.3357377
2015,3290678,1,01/01/2015,21/01/2015,6,C,41,40 <=  x < 45,17,2925,1,5,commercial car <3100 kg,PICKUP,024,2007,2496,3,6.9063013699,372.66343562
2012,3290692,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,3,5300,1,1,private car,CAR,008,2010,1951,5,679.014,32172.46
2012,3290695,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,17,2510,2,6,commercial car <3500 kg,PICKUP,083,2008,2461,3,90.818028261,816.80175452
2015,3290776,1,01/01/2015,03/09/2015,6,C,46,45 <=  x < 50,2,4455,1,1,private car,CAR,024,2009,1753,2,0.0058727046,9205.1506849
2015,3290979,1,01/01/2015,08/04/2015,6,S,55,55 <=  x < 60,10,2403,4,1,private car,CAR,047,2009,2151,3,61.123882609,192.43958904
2013,3291020,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,-1,4435,1,6,commercial car <3500 kg,PICKUP,079,2008,2986,3,213.63017921,754.22163934
2012,3291277,1,01/01/2012,20/02/2012,3,S,33,30 <=  x < 35,6,2430,1,1,private car,CAR,008,2010,1950,5,38.673370411,2330.6021638
2013,3291279,1,01/01/2013,31/12/2013,4,S,29,25 <=  x < 30,2,5060,1,51,driving school car,CAR,057,2009,1400,5,191.90543555,95.916368852
2012,3291305,1,01/01/2012,31/12/2012,3,C,44,40 <=  x < 45,13,2630,1,1,private car,CAR,056,2011,1686,2,219.01713202,1333.0147945
2014,3291318,1,01/01/2014,31/12/2014,5,C,51,50 <=  x < 55,15,4710,1,1,private car,CAR,024,2010,1753,5,326.9852852,6257.9856
2015,3291337,1,01/01/2015,31/12/2015,7,C,46,45 <=  x < 50,3,5370,1,1,private car,CAR,084,2008,1984,5,454.28440744,8143.6438356
2013,3291379,1,01/01/2013,31/12/2013,5,C,41,40 <=  x < 45,8,5385,1,1,private car,CAR,023,2012,1248,2,235.33721468,15385
2012,3291381,1,01/01/2012,31/12/2012,4,C,53,50 <=  x < 55,10,3002,1,1,private car,CAR,057,2009,1360,5,231.61184426,5531.1287671
2013,3291422,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,-2,7350,1,1,private car,CAR,091,2009,1896,2,346.54007592,15082.064751
2012,3291485,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,20,3840,1,1,private car,CAR,064,2008,2188,7,465.12104932,1518.258509
2014,3291510,1,01/01/2014,31/12/2014,6,C,49,45 <=  x < 50,13,4755,1,1,private car,CAR,053,2009,2184,2,204.97642849,10387.906356
2014,3291560,1,01/01/2014,31/12/2014,5,S,49,45 <=  x < 50,5,4400,1,1,private car,CAR,023,2010,1242,5,169.85353003,701.92208219
2014,3291582,1,01/01/2014,13/04/2014,5,C,55,55 <=  x < 60,5,3260,1,1,private car,CAR,079,2010,2446,5,121.21047288,636.53756055
2012,3291610,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,11,6260,1,1,private car,CAR,015,2009,1868,2,166.63746493,340.09007781
2015,3291615,1,01/01/2015,31/12/2015,6,C,46,45 <=  x < 50,5,5400,1,1,private car,CAR,064,2010,1870,2,97.752246575,339.49232877
2014,3291682,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,15,2695,1,51,driving school car,CAR,056,2010,1686,5,13.792377049,927.30821918
2014,3291763,1,01/01/2014,04/01/2014,5,C,55,55 <=  x < 60,17,2350,1,1,private car,CAR,008,2010,2958,5,9.0496721311,387.79765644
2012,3291781,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,7,2650,1,5,commercial car <3100 kg,PICKUP,024,2010,2402,3,505.72945205,1844.0079041
2014,3291875,1,01/01/2014,31/12/2014,6,C,55,55 <=  x < 60,14,4700,1,1,private car,CAR,057,2012,1398,2,281.57924466,13150.193096
2013,3291968,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,16,9600,1,1,private car,CAR,079,2013,1800,2,243.78418175,754.20959016
2012,3292007,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,1,1700,2,123,taxi category A,CAR,056,2011,1995,7,430.81109022,1668.8958033
2015,3292077,1,01/01/2015,31/12/2015,6,S,31,30 <=  x < 35,2,5060,1,51,driving school car,CAR,057,2009,1400,5,187.7761874,72.326899726
2013,3292118,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,17,2350,1,1,private car,CAR,008,2010,2958,5,1104.0502731,440.83114016
2014,3292185,1,01/01/2014,31/12/2014,6,C,39,35 <=  x < 40,9,9545,1,1,private car,CAR,047,2012,2148,3,324.18129638,52.624657534
2013,3292254,1,01/01/2013,31/12/2013,5,C,29,25 <=  x < 30,9,7875,1,1,private car,CAR,049,2009,3200,5,790.60977386,24228.786885
2013,3292347,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,14,5000,1,1,private car,CAR,008,2009,1951,5,678.26735603,2349.9840984
2013,3292418,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,15,7595,1,1,private car,CAR,069,2010,1896,5,127.32335668,7336.0190164
2015,3292433,1,01/01/2015,20/01/2015,6,C,56,55 <=  x < 60,15,2510,1,1,private car,CAR,049,2009,3200,5,37.904657534,1731.6728877
2012,3292475,1,01/01/2012,31/12/2012,3,S,43,40 <=  x < 45,4,5300,1,1,private car,CAR,014,2010,2499,7,302.83733836,1510.4902488
2013,3292479,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,7,8501,1,5,commercial car <3100 kg,PICKUP,039,2009,2494,3,392.37601482,138.67213115
2012,3292507,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,-1,7350,1,1,private car,CAR,003,2010,1896,5,139.6426,1127.419726
2015,3292533,1,01/01/2015,31/12/2015,6,C,56,55 <=  x < 60,18,6360,1,1,private car,CAR,053,2010,2494,5,190.33065973,795.3280274
2013,3292536,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,3,4835,1,1,private car,CAR,079,2007,2446,9,606.8403,26571.9069
2015,3292609,1,01/01/2015,31/12/2015,7,C,46,45 <=  x < 50,9,4835,1,1,private car,CAR,083,2012,1996,9,399.6368,21757.1508
2014,3292627,1,01/01/2014,31/12/2014,6,S,51,50 <=  x < 55,16,2686,2,6,commercial car <3500 kg,PICKUP,049,2009,2835,3,245.4508,5759.7671233
2014,3292639,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,5,5400,1,1,private car,CAR,064,2010,1870,2,127.95651288,384.56926027
2013,3292697,1,01/01/2013,31/12/2013,4,S,61,60 <=  x < 65,10,4835,1,1,private car,CAR,008,2010,1951,5,609.08091118,873.80858361
2014,3292720,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,10,2630,1,1,private car,CAR,024,2009,1753,2,267.3,9858.8
2012,3292738,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,1,9060,1,5,commercial car <3100 kg,PICKUP,053,2010,2494,3,223.28405479,337.27889589
2014,3292751,1,01/01/2014,31/12/2014,5,C,55,55 <=  x < 60,7,2650,1,5,commercial car <3100 kg,PICKUP,024,2013,2402,3,365.27699526,841.18472603
2012,3292765,1,01/01/2012,30/09/2012,3,C,43,40 <=  x < 45,4,3750,1,1,private car,CAR,056,2009,1995,5,349.4092,18847.56
2012,3292770,1,01/01/2012,31/12/2012,4,S,44,40 <=  x < 45,14,4430,1,1,private car,CAR,091,2009,1896,2,152.86237994,10833.30126
2015,3292770,2,01/01/2015,31/12/2015,6,C,46,45 <=  x < 50,10,2420,1,5,commercial car <3100 kg,PICKUP,102,2009,2476,3,40.697263129,1536.3736548
2014,3292869,1,01/01/2014,31/12/2014,5,C,55,55 <=  x < 60,14,5000,1,1,private car,CAR,008,2009,1951,5,588.99973055,2112.7890411
2014,3292942,1,01/01/2014,31/12/2014,5,C,75,75 <=  x < 80,9,6100,1,5,commercial car <3100 kg,PICKUP,083,2010,2461,2,332.95243357,1749.9218493
2014,3292961,1,01/01/2014,31/12/2014,6,C,45,45 <=  x < 50,3,5370,1,1,private car,CAR,084,2008,1984,5,479.14737654,9030.590137
2014,3293134,1,01/01/2014,31/12/2014,6,C,43,40 <=  x < 45,14,4480,2,5,commercial car <3100 kg,PICKUP,049,2009,2477,3,122.0043956,2908.5928767
2014,3293199,1,01/01/2014,31/12/2014,6,C,42,40 <=  x < 45,8,5385,1,1,private car,CAR,023,2012,1248,2,183.29876712,10926.550192
2012,3293314,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,0,7350,1,1,private car,CAR,015,2010,1527,2,240.9648,293.12920548
2012,3293319,1,01/01/2012,01/10/2012,3,C,43,40 <=  x < 45,2,3750,1,1,private car,CAR,064,2008,1390,5,233.5905,11150.64
2012,3293411,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,16,3060,1,123,taxi category A,CAR,047,2011,2148,5,591.80307666,7106.1615068
2014,3293515,1,01/01/2014,31/12/2014,5,S,52,50 <=  x < 55,14,3140,1,1,private car,CAR,066,2013,1998,4,0.0010661213,7637.260274
2012,3293524,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,12,2695,1,50,driving school motorcycle,MOTORBIKE,950,2010,128,2,36.74109863,114.35621233
2014,3293649,1,01/01/2014,31/12/2014,5,C,50,50 <=  x < 55,6,2925,1,1,private car,CAR,024,2010,1753,5,498.15510932,1340.5497781
2012,3293703,1,01/01/2012,31/12/2012,3,S,42,40 <=  x < 45,7,2820,1,1,private car,CAR,091,2010,1390,5,296.22336986,2193.6082636
2012,3293776,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,0,4470,2,5,commercial car <3100 kg,PICKUP,064,2010,1870,2,0.6713408867,5361.9349748
2014,3293779,1,01/01/2014,31/12/2014,5,C,42,40 <=  x < 45,18,2686,1,6,commercial car <3500 kg,PICKUP,240,2009,2800,3,0,674.52460274
2014,3293837,1,01/01/2014,06/01/2014,4,C,45,45 <=  x < 50,0,7350,1,1,private car,CAR,008,2010,3246,5,19.575819672,3933.6705205
2012,3293913,1,01/01/2012,31/12/2012,3,C,30,30 <=  x < 35,13,7220,1,1,private car,CAR,015,2009,1868,5,217.90345644,65.868657534
2012,3293985,1,01/01/2012,31/12/2012,3,S,60,60 <=  x < 65,10,4835,1,1,private car,CAR,008,2010,1951,5,636.71568986,968.1085726
2012,3294036,1,01/01/2012,27/05/2012,3,C,53,50 <=  x < 55,15,4470,1,1,private car,CAR,064,2009,1870,2,38.435500274,7682.0962192
2013,3294058,1,01/01/2013,31/12/2013,4,S,50,50 <=  x < 55,14,2686,2,1,private car,CAR,219,2009,2900,7,180.37435464,994.53551913
2012,3294116,1,01/01/2012,14/10/2012,4,C,43,40 <=  x < 45,7,6060,1,1,private car,CAR,091,2009,1896,2,78.846515965,695.83758904
2013,3294121,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,16,4480,1,6,commercial car <3500 kg,PICKUP,047,2009,2874,3,0,318.54098361
2015,3294177,1,01/01/2015,31/12/2015,6,S,35,35 <=  x < 40,14,3140,1,1,private car,CAR,219,2010,2902,7,11.987495962,652.62093151
2013,3294247,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2013,1461,5,53.5704,8213.0893377
2012,3294328,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,14,7370,1,50,driving school motorcycle,MOTORBIKE,075,2012,125,2,76.019743465,1486.8278356
2012,3294341,1,01/01/2012,31/12/2012,3,S,57,55 <=  x < 60,6,5210,1,1,private car,CAR,083,2006,999,5,187.45316384,284.24635616
2012,3294410,1,01/01/2012,31/12/2012,3,C,63,60 <=  x < 65,14,3100,1,1,private car,CAR,047,2010,2148,5,855.13046528,3195.529657
2013,3294441,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,15,7700,1,1,private car,CAR,049,2009,2477,5,377.06062044,17841.555738
2014,3294455,1,01/01/2014,31/12/2014,5,C,57,55 <=  x < 60,10,2820,1,123,taxi category A,CAR,047,2009,2151,5,366.86546795,3084.6214948
2012,3294479,1,01/01/2012,31/12/2012,4,C,43,40 <=  x < 45,9,4835,1,6,commercial car <3500 kg,PICKUP,049,2001,2477,2,86.8672,3526.5059
2012,3294511,1,01/01/2012,31/12/2012,4,S,49,45 <=  x < 50,14,2686,2,1,private car,CAR,219,2009,2900,7,377.13153005,10016.986301
2013,3294566,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,12,3520,1,6,commercial car <3500 kg,PICKUP,049,2008,3908,3,216.70789238,9791.8032787
2014,3294598,1,01/01/2014,10/10/2014,5,C,55,55 <=  x < 60,10,3060,1,1,private car,CAR,024,2010,1753,2,235.26832191,791.75408219
2013,3294614,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,20,3840,1,1,private car,CAR,064,2008,2188,7,404.41764388,0
2013,3294622,1,01/01/2013,31/12/2013,5,S,45,45 <=  x < 50,14,4430,1,1,private car,CAR,091,2009,1896,2,158.35739194,10008.286885
2012,3294623,1,01/01/2012,31/12/2012,3,C,73,70 <=  x < 75,9,6100,1,5,commercial car <3100 kg,PICKUP,083,2010,2461,2,369.46644384,3003.2416438
2012,3294626,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,0,4470,2,5,commercial car <3100 kg,PICKUP,064,2010,1870,3,1.0936413793,9233.5281485
2012,3294632,1,01/01/2012,31/12/2012,3,C,55,55 <=  x < 60,10,2820,1,123,taxi category A,CAR,047,2009,2151,5,369.77324163,3053.4637019
2012,3294647,1,01/01/2012,31/12/2012,4,C,53,50 <=  x < 55,11,2510,1,1,private car,CAR,057,2008,1900,2,154.29777326,7652.4983014
2013,3294662,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,4,3802,1,1,private car,CAR,056,2010,1700,2,359.86580792,483.16863443
2012,3294686,1,01/01/2012,31/12/2012,3,C,43,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2012,1870,5,35.295434783,4630.1873622
2013,3294691,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,6,2510,1,1,private car,CAR,008,2010,1951,5,884.46273437,1480.7826776
2012,3294788,1,01/01/2012,31/12/2012,3,S,43,40 <=  x < 45,12,2815,1,1,private car,CAR,130,2010,3125,5,978.13690849,4429.5228493
2014,3294799,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,0,4470,2,1,private car,CAR,064,2006,1870,2,2.9189,764.87671233
2013,3294825,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,14,7520,1,1,private car,CAR,047,2007,1998,5,791.74314539,26200.874754
2012,3294832,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,16,4480,1,6,commercial car <3500 kg,PICKUP,047,2009,2874,3,73.772980143,343.73592
2014,3294843,1,01/01/2014,31/12/2014,5,C,55,55 <=  x < 60,5,9000,1,1,private car,CAR,057,2010,1997,5,285.30256011,1093.2369863
2012,3294858,1,01/01/2012,04/02/2012,3,C,43,40 <=  x < 45,1,2780,1,1,private car,CAR,015,2008,1527,2,18.073980822,662.92285068
2012,3294925,1,01/01/2012,31/12/2012,4,C,83,80 <=  x < 85,7,3060,1,5,commercial car <3100 kg,PICKUP,057,2009,1868,3,208.29071166,9309.9530959
2014,3294948,1,01/01/2014,31/12/2014,5,C,55,55 <=  x < 60,15,2510,1,1,private car,CAR,049,2009,3200,5,681.07497879,1931.4487726
2012,3294970,1,01/01/2012,31/12/2012,3,C,33,30 <=  x < 35,3,4690,1,1,private car,CAR,064,2010,1870,2,165.6456526,755.65184877
2013,3295103,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2013,1461,5,68.567670652,8830.3477098
2012,3295140,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,9,4505,1,1,private car,CAR,047,2009,3222,5,1441.351566,7573.3924767
2013,3295167,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,14,2799,1,1,private car,CAR,083,2009,1896,5,295.15732995,1074.085082
2012,3295184,1,01/01/2012,31/12/2012,4,C,43,40 <=  x < 45,7,6060,1,1,private car,CAR,008,2008,2926,5,623.03063504,6856.3649384
2015,3295223,1,01/01/2015,17/01/2015,6,C,56,55 <=  x < 60,5,3840,1,1,private car,CAR,064,2010,1870,3,8.2353123288,342.82479452
2013,3295253,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2012,1461,5,16.4226,13285.761262
2012,3295282,1,01/01/2012,13/12/2012,4,C,53,50 <=  x < 55,2,7370,1,1,private car,CAR,039,2009,1951,5,441.11201278,1422.6682016
2014,3295319,1,01/01/2014,31/12/2014,6,C,45,45 <=  x < 50,9,4835,1,1,private car,CAR,083,2011,1198,5,265.0428,12709.375
2014,3295342,1,01/01/2014,07/01/2014,5,C,36,35 <=  x < 40,12,2865,1,1,private car,CAR,057,2008,1527,2,2.3830601093,116.4709863
2012,3295375,1,01/01/2012,31/12/2012,3,C,53,50 <=  x < 55,15,2510,1,1,private car,CAR,049,2009,3200,5,719.55712329,2316.1714521
2012,3295460,1,01/01/2012,31/12/2012,3,S,43,40 <=  x < 45,15,4430,1,1,private car,CAR,102,2005,1341,5,81.653313314,2248.4027282
2013,3295481,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2013,1870,5,12.964956784,1692.0811475
2014,3295503,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,13,2955,1,1,private car,CAR,047,2010,2148,3,31.471180328,1530.8373534
2014,3295682,1,01/01/2014,31/12/2014,6,C,55,55 <=  x < 60,8,7000,1,1,private car,CAR,047,2008,2148,5,477.45191781,20692.569863
2014,3295699,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,0,4470,2,1,private car,CAR,008,2007,1665,5,16.8402,1600.2739726
2012,3295718,1,01/01/2012,31/12/2012,4,C,43,40 <=  x < 45,11,8135,1,1,private car,CAR,079,2012,1364,5,216.1737842,13980.405699
2012,3295719,1,01/01/2012,31/12/2012,4,C,41,40 <=  x < 45,14,4480,2,5,commercial car <3100 kg,PICKUP,049,2009,2477,3,183.85465195,4785.4661918
2014,3295775,1,01/01/2014,31/12/2014,5,S,45,45 <=  x < 50,2,3750,1,1,private car,CAR,003,2010,1781,2,669.84958212,3557.8578082
2013,3295820,1,01/01/2013,31/12/2013,5,C,44,40 <=  x < 45,5,7500,1,1,private car,CAR,057,2010,1997,4,669.89328528,21671.052306
2015,3295867,1,01/01/2015,19/12/2015,7,C,56,55 <=  x < 60,8,7000,1,1,private car,CAR,047,2008,2148,5,911.88120548,16037.321918
2013,3295932,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2012,1149,5,0.162126087,7629.5796825
2013,3295991,1,01/01/2013,31/12/2013,5,S,50,50 <=  x < 55,14,2686,2,1,private car,CAR,057,2013,1560,2,72.045737705,3511.4754098
2013,3295994,1,01/01/2013,31/12/2013,5,C,54,50 <=  x < 55,17,3060,1,1,private car,CAR,091,2003,1272,5,0,2750.4476503
2015,3296072,1,01/01/2015,31/12/2015,7,C,46,45 <=  x < 50,2,4835,1,1,private car,CAR,083,2005,1390,5,96.492,9067.78
2014,3296087,1,01/01/2014,31/12/2014,5,C,45,45 <=  x < 50,0,4470,2,1,private car,CAR,056,2008,1700,5,1.3332,3946.609589
2014,3296114,1,01/01/2014,27/02/2014,5,C,45,45 <=  x < 50,12,3730,1,1,private car,CAR,024,1999,2496,9,10.046931148,388.37915507
2013,3296120,1,01/01/2013,15/02/2013,4,S,58,55 <=  x < 60,5,3730,2,1,private car,CAR,056,2006,1686,2,8.9648695652,275.29288525
2012,3296130,1,01/01/2012,31/12/2012,3,C,52,50 <=  x < 55,10,2750,1,1,private car,CAR,008,2010,1961,5,649.92692493,4673.471211
2013,3296199,1,01/01/2013,22/12/2013,4,C,54,50 <=  x < 55,12,8150,1,1,private car,CAR,047,2009,3199,5,0,47180.882122
2013,3296260,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,14,3560,1,1,private car,CAR,008,2007,1665,5,35.690909589,2010.6547541
2013,3296357,1,01/01/2013,31/12/2013,4,C,44,40 <=  x < 45,0,4470,2,1,private car,CAR,064,2013,1461,5,38.5719,8819.9391079
2013,3296359,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,16,2781,1,1,private car,CAR,023,2009,1242,5,117.84766718,172.44443279
2013,3296365,1,01/01/2013,31/12/2013,4,S,35,35 <=  x < 40,14,2800,1,1,private car,CAR,083,2007,1595,5,0,2545.549591
2015,3296385,1,01/01/2015,08/06/2015,6,C,46,45 <=  x < 50,5,2965,1,1,private car,CAR,008,2009,2926,5,437.70532414,3356.8989808
2014,3296426,1,01/01/2014,31/12/2014,6,C,45,45 <=  x < 50,0,7350,4,70,tow-car,TRUCK,521,2012,1,1,77.0712,2015.2405479
2015,3296455,1,01/01/2015,04/02/2015,6,C,49,45 <=  x < 50,5,4430,1,1,private car,CAR,091,2012,1422,2,58.755101918,146.54356164
2015,3296495,1,01/01/2015,31/12/2015,6,S,51,50 <=  x < 55,11,2865,1,1,private car,CAR,015,2011,1868,3,211.30945205,867.61643836
2013,3296496,1,01/01/2013,31/12/2013,5,C,48,45 <=  x < 50,13,4755,1,1,private car,CAR,053,2009,2184,2,233.30079075,10852.407541
2015,3296506,1,01/01/2015,31/12/2015,6,C,46,45 <=  x < 50,6,2720,1,1,private car,CAR,057,2010,1396,5,334.58241753,599.80832877
2013,3296567,1,01/01/2013,31/12/2013,4,C,54,50 <=  x < 55,9,5000,1,1,private car,CAR,023,2009,1910,2,165.9058566,916.68814208
